0	1	2	3	4	5	6	7	8	9	word
-1.5963614	-0.2604678	-1.6687351	0.08624142	-0.8314307	-2.5567505	0.48234376	-2.2832308	-0.74101764	1.483141	убирать
-0.46994227	-0.40419555	0.55583745	-1.4477155	2.7143674	-0.27241907	0.13921455	0.3041281	0.3177937	-1.86467	ежедневно
0.37475228	0.39979115	-0.65996456	-0.67500204	-0.4129	-0.1762475	-0.09433863	-1.2174199	1.174639	0.8103313	просьба
0.79674137	-0.9974245	0.8871375	-0.9171547	1.1759226	0.6511594	1.4550078	0.08464444	0.16273725	-1.2161736	закрасить
0.9412341	-0.21591817	-0.019566406	-0.325214	2.3492708	0.7966738	0.45239004	0.056616507	0.26262885	0.44249815	забор
0.88998634	-0.33508343	1.434666	1.1251957	2.0564585	-0.26167363	1.6031723	-1.0883558	0.69514495	-0.5287181	тротуар
1.6105883	0.18993023	0.018570825	-0.081977405	0.3684091	0.6944799	1.8557224	-0.8932259	-0.03605329	-0.54382944	проблема
0.6698417	0.36220983	0.29384002	0.46062753	-0.32600743	-0.253452	-0.007446597	-0.7678887	0.6696304	-1.4836123	регулярный
2.1991415	0.06501389	-0.46876505	1.3828555	0.110134676	0.19937003	-1.0185454	1.1237007	0.06210414	-2.4808145	вывоз
1.3012881	-1.5897367	0.10403404	-0.7835604	-0.6854323	-0.923497	-0.014033839	1.1906669	-1.61734	-0.3306891	рисунок
0.7274268	0.8177573	2.624142	0.8907774	-0.44624618	0.49355647	0.14500397	1.632242	0.9479671	-0.033281345	пожалуйста
-0.7231172	-2.127414	1.1919726	0.23536028	1.7140373	0.68885326	-1.6341678	-1.4742739	-0.73121506	-0.10147529	удалить
1.6167123	1.3648833	-0.11958301	0.53847027	-0.16273125	-0.5886205	0.5192883	-0.55749077	-0.8050739	1.8977847	бетонный
1.3358644	-0.66679394	0.016330026	-1.1245927	-0.64583707	-0.95757544	0.9786028	-0.29112637	-0.30839062	1.3698639	обрубка
-0.338624	0.24757412	-0.8220458	0.35656676	0.35405976	-1.0534331	-0.5730008	0.06841769	0.31104192	1.5080806	ржавый
1.3603134	0.71146137	-0.6859491	0.9342151	-0.5955678	-1.6301221	-1.0553958	-0.9075517	-0.5836327	0.009649962	арматура
0.53421736	-0.52786106	0.2977808	2.5068622	-0.821864	0.2579437	0.44788507	-0.39437646	2.076072	0.13904297	улица
0.9107746	-0.7081141	1.0680904	0.4387556	0.7137233	0.8955219	-0.21588571	-1.0755775	-1.8005756	1.2925481	тухачевский
-1.9217802	-1.7225952	-0.88476795	-1.1330596	-0.09920424	1.8013004	-1.5960978	0.20705102	0.41524342	0.9065031	далее
0.5150841	0.07222771	0.96550226	-0.2534643	-0.37467065	-0.35316342	0.014232143	1.3690526	-0.0922235	0.15241945	асфальт
1.7896439	0.715852	-0.8273556	-0.12313998	-0.40159342	-0.8134819	0.67732686	0.18938048	-0.08305196	1.8572778	ланский
0.988476	0.40591902	-1.644492	0.051236797	0.5581475	1.7188121	-0.038754854	-1.6320764	-0.94911337	0.36632335	шоссе
-1.1478183	1.0542518	0.64030874	-0.14559999	-0.11057949	1.5166281	0.24945723	-0.9250863	-0.3993817	0.24062413	дк
-1.1913159	0.9955469	-0.8749214	1.089959	-0.09688987	0.73951596	1.0142429	1.9974487	1.4817917	-1.1651108	повредить
-1.4434718	1.1244864	0.6071298	-1.7506467	0.03057296	-0.2515093	1.9568275	-2.1000235	-0.32458112	-1.7187282	почтовый
0.6632103	-0.43109787	-1.16309	0.77292913	-0.17325783	0.110263914	0.2857649	1.1177945	0.65665287	-0.9308595	ящик
-1.1469082	1.0486244	-0.09930344	0.84511155	1.7751635	1.5113919	-1.2772734	0.5845358	-0.3535157	-0.27819505	заменить
0.8370162	-0.56829774	-1.1221166	1.4837286	0.7409083	2.0596602	1.1438614	1.2200862	-0.47902513	0.6932278	кривой
1.7948754	1.1053079	-0.5841776	-0.27928352	0.91151315	1.1905522	0.14184636	-0.85873204	-1.73152	-0.38044295	висеть
-1.7402579	-0.4524288	0.260123	-1.3965073	0.31728992	-0.02809715	0.7927809	-1.7200125	0.17251094	-0.019463059	поправить
-0.92140114	-1.1176553	-1.9894743	-1.1796713	-1.6255306	-0.81817275	-0.23106036	0.9227168	-0.112306796	0.2603076	подьезд
-0.018645557	-0.2869783	-1.2608709	2.5233097	0.894909	0.08285773	1.0960212	1.2543118	0.42546162	0.99361867	плохой
1.3594309	-0.37837806	0.9621983	0.13254401	0.9364293	-0.31253207	0.7462846	0.71639395	0.95419294	0.0458109	прямо
-0.5110946	-0.7462459	-1.5711803	0.42442533	2.1636577	0.56985646	1.1494086	-0.66454005	-0.38480604	-1.8862131	офис
-0.6255117	1.6602913	-1.1216466	0.37185252	0.9362116	-1.8383254	0.83348984	1.412098	1.9776787	0.16957122	муниципал
0.4507502	0.4483771	-1.821389	-0.047587592	-1.7787114	-0.68722993	-0.72607625	1.5006009	-0.9663452	-0.39148414	частично
2.5800943	-0.49544314	-0.45593554	-0.52311987	0.40874836	-0.59328455	-0.7259161	-0.07098386	-1.0951501	-1.4088877	разрушить
-0.2808699	1.5817798	-0.43635505	0.3979629	-0.84950477	0.112223275	0.009558645	0.9253364	-0.34930348	0.17038506	ограждение
0.3269037	2.5208244	-0.17078891	1.3454733	1.225947	-0.27711123	0.23762266	0.507841	-1.553484	0.15891327	контейнерный
-0.5596558	0.56162536	1.8454261	-1.3774989	-0.6734392	-0.06687459	0.69858444	-0.6827277	0.8745877	0.5220672	демонтаж
-3.115736	0.26485923	0.93292606	0.7437006	0.03390262	0.6808589	0.59419686	0.9094612	-1.2246331	-1.6317492	рекламный
-0.5246823	0.9773306	0.43082443	1.201577	-0.6728266	0.13653137	-1.2198918	-2.3174267	3.4920988	3.3411183	образоваться
-0.77621955	0.59929144	-0.85301083	1.0354643	0.13839018	0.8045595	-0.9902316	-0.33196235	0.44294682	2.0565622	повреждение
-0.3106897	0.030092524	0.50926924	-0.68341064	-1.6380725	0.055490404	0.33200467	-1.2206941	-0.82242656	-1.6120269	требоваться
1.2378787	0.16633452	-0.9823987	0.864543	-2.3033507	0.9448984	0.035372313	-0.46939632	1.1888719	0.9560975	произвести
1.2051203	-0.39282468	0.26262936	-0.7246473	-0.6211458	-0.088422626	-0.23772793	-1.2940954	1.8581582	-1.0623955	работа
-0.4310473	-0.37358254	-0.63939947	0.23423882	0.42630464	1.260478	0.9236569	0.111584276	-0.6389174	0.084628694	качественный
-0.8434402	-0.22791643	0.11969741	-0.0031185087	0.9048996	0.16395384	0.6301276	0.7409271	-0.3092019	0.07585742	восстановление
0.22730567	0.779338	-1.3974894	0.77021104	0.7456107	-0.16715573	0.7501095	-0.32873648	0.5699855	1.2479228	штукатурноокрасочный
-1.7768565	-0.82727206	-0.5420913	-0.21158835	-0.016386885	1.378018	-1.553253	1.5018579	0.50941867	-0.44647563	слой
-0.09811827	-1.1108737	-0.4070994	-0.13532254	-0.043088183	0.9367114	2.3492308	-0.58473814	-1.9010822	-0.5348055	соответствовать
-1.2913822	0.36938477	-0.68492204	0.6481435	-1.2024778	0.81621855	0.091292806	0.29277286	-0.77143353	-0.2888093	колерный
-0.97965163	-0.40032777	-1.1725048	-0.9248772	-0.42477548	-1.1783046	1.2525115	0.52397573	-0.5627498	-0.06903282	палитра
1.3107351	-1.4495989	-0.40712535	0.267462	-0.086320445	1.6333386	-0.64345145	-0.26764286	0.19426149	0.52761394	предварительно
0.41126525	-0.89996994	-1.2438678	0.16570307	-1.3770703	-0.83418775	0.8226951	1.4060378	0.15629333	-1.0457613	подготовить
0.36185467	-0.6408394	-0.9008484	0.15004927	1.1332178	0.03158939	-0.44606096	-0.37605903	1.2329004	-0.25329238	поверхность
0.31911495	1.4035957	-0.6722736	0.8178924	0.6294211	-0.68091595	-2.3131711	-1.017555	0.14162974	0.523109	оштукатурить
1.6874067	0.4641963	-0.4170013	0.8461641	0.32511783	0.6170808	1.2616416	-0.6889999	-0.41705778	0.71666104	грязь
1.9458556	-1.2304771	2.392864	0.37555838	-0.26423502	1.1803138	1.3684791	0.2517174	-0.5039462	-1.0663182	неровность
0.95634913	-0.17129728	-1.1513797	1.4853685	-0.529849	1.2460687	-0.6396049	-1.2833155	-0.9698796	-0.697377	фотофиксация
-0.62143594	-1.0408313	-0.58851576	0.07482593	-1.5885198	1.3703362	1.3688881	0.25838602	-1.5561008	-1.4522713	прилагаться
-1.2480036	0.6197631	-1.848629	0.3726873	-0.7045718	-1.0891187	-0.9763799	-2.076484	-0.6016925	-0.6366406	стена
0.44769004	0.6260656	-0.33547068	-0.88213134	0.9974058	0.021757867	-1.1518759	0.11408974	0.8027518	1.4528995	лифтовый
-1.4529663	1.0848026	-0.8990667	0.85164315	-0.2470454	-0.16832267	-1.1711887	0.22336036	-0.9128891	1.9698606	холл
-2.6035004	-0.7874775	-1.3506781	1.4769915	-0.0044916547	0.7281974	-1.1578699	-1.7700866	0.0957279	1.9132885	скол
1.0739443	-0.62000656	-1.1170162	-0.16656789	1.8770341	-1.5140224	0.40109333	0.4725037	0.8685664	-0.89744395	напольный
-1.1616223	-0.7610282	2.080349	-0.70766383	-0.10142679	1.7275826	-0.6863539	-0.97764623	0.7077713	0.7808583	плитка
0.19529554	0.40780014	0.6983304	1.6443884	1.2140048	-0.14286159	-0.7836269	-1.0891724	-0.09483562	-0.009447828	покрытие
1.3344523	-0.9945651	0.47029632	-0.12168667	-0.9334492	1.8265266	2.186012	0.14550042	0.23437314	0.23227729	потрескаться
-2.4008915	0.8444052	0.5349839	-0.18676853	1.5572572	0.7121389	-0.78417397	-0.4907485	1.6742909	-0.2693666	штукатурка
1.4221468	-2.2043138	0.22779633	0.6188711	1.0412564	-0.047993567	0.375192	0.4320059	-1.5738919	-0.7919088	облезлый
-0.60338455	-1.5271153	-1.7009456	-0.021156644	-0.06481564	2.3103101	0.2966936	-1.1226406	-1.5525966	1.6513689	краска
-0.6165245	0.7813128	-0.46893737	0.3866678	-0.4734877	-0.2955975	-1.3132107	-0.6399261	1.1257902	-1.4351408	входной
1.9985133	0.71481586	0.89092207	0.19118622	-0.7608585	0.10381794	0.8576759	-0.12040498	1.5105304	0.84699804	регулярно
-1.124173	-0.9318816	-0.112802446	0.6108027	-2.4770708	-0.091146596	0.35738015	0.07529905	0.42158574	0.53221595	отключать
-0.6991942	0.18785943	0.17480928	0.6316359	-1.3071991	0.11204924	1.7954761	0.15763403	1.7802196	0.94351566	горячий
-2.743117	-0.60234517	1.1548294	-0.7940604	-0.0837558	-1.2235078	2.0684285	-0.20234577	-1.3331889	2.4400544	вода
-0.244954	1.1201915	0.1739986	-0.51416534	0.26953968	0.21870565	-1.0245024	-0.20723586	0.8302673	1.5562755	предупреждение
0.4619636	-0.35418266	1.932299	0.6860084	-0.06390625	0.5796999	-0.5147582	-0.93609124	0.072712705	-0.50053936	подчёркивать
-1.9287612	0.39302146	0.69405633	-1.5583428	0.8041096	-0.6791584	0.64596134	1.3546121	0.79437876	-0.18135352	протяжение
0.6453947	-1.0758102	-0.11507899	0.02537072	-1.2419059	-0.5881655	0.21913926	0.9427653	0.7767775	1.5470614	довольно
-2.6287138	-0.18093102	1.7706718	0.75604886	-0.9922186	-0.9779905	-0.4184986	-0.38752076	0.5106823	0.7997731	длительный
0.31392366	2.4079025	-1.3414798	1.5255579	-1.65738	0.7906116	-0.8080917	0.9664054	-0.9847177	0.6862404	период
-0.16232635	-0.22935295	0.6849746	-0.29480365	1.8354789	-1.0192304	0.6012831	-0.96341616	1.0402089	-0.14795445	месяц
-0.1921743	1.2139615	-0.21145435	1.2796707	-0.12199289	-0.395744	1.8977373	-0.44075137	-0.2969088	-0.28100666	отключение
0.24779618	-0.5204687	0.05591919	-1.6918607	0.47654635	0.66747016	0.4279624	-0.28261378	-0.96951586	0.06257207	происходить
-0.19528237	2.5005412	0.6161236	-1.3944044	-0.23493542	-1.4774673	-1.3993205	0.61617315	-0.22701125	-0.13460408	будний
0.5816131	-0.88134146	0.1344265	-1.2789534	2.2495754	-0.3818091	-0.17157248	0.36815348	0.1750952	-0.11632379	день
-0.105149575	0.56430197	-0.50002503	-0.5244872	-0.30729043	1.0927463	-0.09860702	-0.22660421	1.1080092	-0.55177355	листва
-1.4684559	0.07377385	-0.74299407	1.4241209	-0.6425255	1.1297714	-0.68156105	-2.365844	0.2441401	0.1563389	опор
0.9906185	0.18998222	1.3090818	-0.64398116	-0.9186722	0.32767266	1.6608942	1.6042491	-1.7022991	-0.18770638	освещёние
0.37753844	-0.64133817	-0.3749885	0.096656166	0.18152523	-1.352994	-0.6906114	-1.6692537	0.56355625	0.37222686	мешок
1.0002654	-0.721439	-1.7482052	0.37429088	0.9523876	-0.46269456	-0.18729858	-1.6375667	1.3391137	0.30224	собранный
1.0824676	-0.16807689	0.3129231	0.077206865	-0.0055120056	0.35143587	1.1464075	0.3679893	-1.5783657	0.99750316	школа
-0.012123987	-0.70235807	-0.9010488	-1.3100383	0.35675126	0.8473544	-1.2530397	-1.432397	-1.2607517	1.0770422	разбитый
1.1663301	-1.042985	2.0925975	0.56938165	-0.78934896	1.6941711	-0.10474052	-0.23243468	-1.0661151	-1.4591527	машина
-1.404652	-0.8564729	0.17844759	-0.1745212	-0.33960015	0.5707159	-0.69688696	0.339844	-0.6782208	-0.25144613	фара
-0.28710493	-0.5221625	0.3434094	-1.1057135	-1.2324561	1.284609	2.4894142	0.3968368	-0.4165196	-1.732265	санктпетербург
-0.76625675	-0.48969686	0.87762076	1.1235373	-1.0430074	0.09250965	-0.59019804	-1.041822	0.27175587	-1.6822704	ярослав
0.6917979	-0.27498075	1.0502247	-0.7299215	1.9880114	1.6804615	0.7076641	0.945325	0.56796426	-0.306608	гашек
-1.9178684	0.8898849	1.5257573	-1.3065687	-0.22420771	-2.0945485	0.2546772	-1.7137117	-3.4096785	-0.32944462	несанкционированный
0.9084487	0.25942037	-0.113437556	-1.7627983	-0.19145773	0.863652	-0.42028198	2.2242217	0.19687776	1.4481796	размещение
0.5568674	1.1463965	0.1579214	-2.491959	0.1968965	-1.0597333	0.23860441	-1.5011345	2.0756466	0.13758583	объявление
-0.59416574	-0.28560477	1.4431872	-0.98650545	-1.2694944	1.5530912	0.7744331	0.36668542	1.680705	-1.9390543	порча
-1.5250928	-0.11007597	-0.10114336	2.7163634	0.2885662	0.4653143	1.2640092	1.0953314	-0.080405444	0.7447175	общедомовый
-0.8456664	-0.3236586	-1.6214066	0.23279387	0.2779055	-1.2652307	-1.5616814	-0.468968	-0.3731991	0.5892629	имущество
-0.23659323	0.30035937	1.0735493	-1.3823011	1.2356535	1.187178	-0.5165396	-1.6274222	0.33938456	-0.1179874	должный
0.26904753	0.54000944	-0.49518988	0.0977808	0.7448839	-0.46288887	0.49683356	-0.8049643	-0.8606039	0.52284384	размещиться
-0.2345337	0.491207	1.030625	0.6019449	0.15392667	-0.7411451	0.49401286	-1.0654353	-0.24218173	0.7913739	информационный
0.018038176	-0.6918365	-1.9738357	-0.9178188	1.5164162	2.473903	1.2663361	0.43419874	-0.40103883	-1.5533192	стенд
0.53331685	0.28114426	0.058042474	1.5993575	1.5759991	-0.6570826	-0.41681767	-1.3145977	0.21240103	-0.77196103	халтурин
0.88969004	0.578552	0.22287132	2.2971158	0.9941814	1.0131217	-0.42558825	-2.0084584	1.0144074	-0.026979463	рядом
0.4014523	-0.6935276	-0.24972977	-0.0322122	-1.325855	-0.3421771	0.38749382	0.32667106	0.36092797	0.30467543	переход
-0.13031654	-0.5204806	0.23976105	-0.2570834	-0.80646956	-0.09447798	0.05740844	0.6456069	0.7318784	0.33464098	напротив
0.7749197	-0.50541735	0.5747404	0.28334665	0.45250598	1.0403925	-1.2225399	-1.5732555	-0.4254797	-0.5890439	больший
-1.8782456	0.37289485	1.7157575	-1.1386603	-1.1643418	1.2721643	0.49004054	1.2349355	-0.5310503	-0.8555651	яма
-0.17005879	1.3030378	1.1659744	-0.23006494	-0.4099639	-0.90386987	-0.59558123	0.60807127	-0.0561012	-0.38236907	вне
-0.21865527	-0.3470007	-0.85924625	1.0558486	2.7972872	-0.19287544	-0.86419314	0.41535664	1.4365897	0.6972313	контейнер
0.4492848	-0.11851486	0.43357572	1.3533978	-0.69803226	0.20813176	0.12139833	0.6830149	0.48506734	-0.8720702	вывозить
-0.33872065	-0.68923575	-0.58842546	-0.48247442	1.5017866	-1.6990476	-0.9539003	-1.4548944	-0.47453716	0.51027346	столб
2.3241186	0.37276983	-0.76450515	0.9479881	-1.1361613	0.27109963	0.679319	-0.34368712	-1.6458347	-0.36146012	оставлять
0.13471793	0.049990203	-0.38768327	-1.240801	-0.96943736	1.0134102	1.2089434	0.18572117	-0.8691509	2.1417446	след
-0.63816184	0.9094813	1.0817645	-0.71612763	0.61298347	-0.12905225	0.0005573723	-0.97350264	1.9059688	-0.041629933	бумага
-0.610499	-0.25059715	0.61364156	-0.32008648	-0.09340273	0.33029997	-0.5898154	-0.78997767	-1.2048968	1.5735713	клей
0.4694217	-0.8903091	1.1215879	-0.20368263	0.7027696	1.9292172	-2.330467	-1.4422375	-0.18384327	-0.49661943	покрасить
0.32985544	0.5946651	0.7144146	0.73367226	-0.39120534	0.55893236	0.059290748	1.1624086	0.9173611	-0.22481869	первойцентральнойпарадный
1.5814002	0.0035100242	0.5291206	-1.9726303	-0.7867915	0.34439337	0.25817353	-1.3873534	-0.8870838	0.40149528	жилой
-0.4814485	-0.46723464	0.7608075	-0.33629152	-0.6170079	0.23814158	-1.7625738	-1.0813298	-0.16235167	1.086063	гражданский
-0.8143269	1.1068435	-0.6803627	0.42818654	0.804396	0.920076	-0.07688209	-0.584098	-1.9746082	-1.7306727	корпус
-1.8281176	-1.2590754	0.33310944	-0.14302765	3.4940853	2.6018357	-0.65685946	0.17293411	-1.0555414	0.79597634	литера
-0.41147667	0.46400028	0.27498394	-1.0985409	-0.7875273	0.24841556	-2.0370011	0.20990305	2.1678069	-0.72958285	центр
-0.329576	2.1206722	-1.5038203	0.29258445	0.36102805	-0.20899026	0.012617718	-0.48366624	0.5581648	-0.2610431	общеквартирный
0.5403254	-0.67157835	-1.4979066	0.2824797	-2.025442	0.9315361	-1.0974652	-0.5661211	0.2592313	-0.8905827	коридор
