4.142735481262207031e+00	5.111171603202819824e-01	-6.962623000144958496e-01	-1.796963334083557129e+00	1.343169927597045898e+00	4.299416840076446533e-01	1.780283451080322266e+00	-4.894851207733154297e+00	2.233197689056396484e+00	-1.862402200698852539e+00
-7.078652977943420410e-01	-6.425344944000244141e-02	3.357613086700439453e+00	1.010415315628051758e+00	-8.445134758949279785e-02	-4.811750948429107666e-01	5.798573493957519531e-01	6.470167040824890137e-01	2.680563628673553467e-01	4.744453728199005127e-02
-3.550472855567932129e-01	1.160703878849744797e-02	1.324556708335876465e+00	-1.270420312881469727e+00	4.297785460948944092e-02	2.799074351787567139e-01	1.243022754788398743e-01	-1.895746946334838867e+00	1.646005392074584961e+00	2.602786302566528320e+00
-5.820060968399047852e-01	-1.638932973146438599e-01	2.405819445848464966e-01	-1.641907572746276855e+00	2.058048963546752930e+00	9.969566464424133301e-01	-8.715535402297973633e-01	-1.461499810218811035e+00	4.475245773792266846e-01	-5.061932802200317383e-01
2.153475433588027954e-01	-6.790716648101806641e-01	1.485404133796691895e+00	-3.636854588985443115e-01	1.649909377098083496e+00	1.540849447250366211e+00	3.225189819931983948e-02	4.727517068386077881e-01	-5.080680847167968750e-01	-1.115319967269897461e+00
-3.052901327610015869e-01	-2.060919761657714844e+00	-2.206140756607055664e+00	-1.502588510513305664e+00	-1.289821982383728027e+00	-5.125558376312255859e-01	-6.999188661575317383e-01	-2.552707195281982422e-01	1.537287950515747070e+00	1.913718581199645996e+00
-1.742724329233169556e-01	1.387516498565673828e+00	9.915140271186828613e-01	-3.155504167079925537e-02	9.083555936813354492e-01	-2.067121505737304688e+00	-1.693627834320068359e-01	1.168784648180007935e-01	-4.461117088794708252e-01	9.469869136810302734e-01
1.813640296459197998e-01	-5.856879353523254395e-01	1.187467336654663086e+00	-2.146264314651489258e-01	-5.637029409408569336e-01	-2.902613580226898193e-01	8.519384860992431641e-01	-3.769942522048950195e-01	-4.035776853561401367e-02	-1.835533529520034790e-01
-5.513752102851867676e-01	-1.382063984870910645e+00	2.014765024185180664e+00	-4.434741735458374023e-01	1.202579498291015625e+00	-1.378056287765502930e+00	1.945053100585937500e+00	-1.361300051212310791e-01	-1.999792456626892090e+00	-1.197325706481933594e+00
1.691064000129699707e+00	3.785171806812286377e-01	-4.860547482967376709e-01	-2.564255297183990479e-01	6.713215112686157227e-01	-2.178250312805175781e+00	4.306157827377319336e-01	9.173743724822998047e-01	4.142698049545288086e-01	-1.916018128395080566e+00
5.100635290145874023e-01	-2.737063169479370117e-01	1.649703741073608398e+00	1.958680033683776855e+00	4.989367723464965820e-01	1.789939522743225098e+00	-4.389684200286865234e-01	1.016210079193115234e+00	2.862775884568691254e-02	-1.186833381652832031e+00
1.228794813156127930e+00	-2.157775759696960449e-01	-2.374907732009887695e-01	-5.264340043067932129e-01	7.203360795974731445e-01	9.478141665458679199e-01	1.023008227348327637e+00	-8.187488317489624023e-01	-8.839903771877288818e-02	-8.031171560287475586e-01
-4.014646708965301514e-01	9.796636700630187988e-01	1.685661196708679199e+00	-1.255912303924560547e+00	6.305193901062011719e-01	-1.652333140373229980e+00	-1.762107253074645996e+00	2.525097131729125977e-01	-2.996612787246704102e-01	-4.536138847470283508e-02
-7.942606806755065918e-01	-3.086236417293548584e-01	-1.758032441139221191e+00	3.406365215778350830e-01	1.510901749134063721e-01	1.173324823379516602e+00	1.329953789710998535e+00	-5.155056715011596680e-01	8.172285556793212891e-01	5.589764714241027832e-01
2.023000955581665039e+00	-2.229278564453125000e+00	2.336176633834838867e-01	-1.223168730735778809e+00	-2.504197135567665100e-02	-1.364004731178283691e+00	1.826145052909851074e-01	-7.274881005287170410e-01	2.506650686264038086e-01	4.044241011142730713e-01
2.844507992267608643e-01	5.936726927757263184e-01	-3.563149571418762207e-01	-1.389906525611877441e+00	8.004708886146545410e-01	7.675622105598449707e-01	-5.689986348152160645e-01	6.345087885856628418e-01	3.169027328491210938e+00	2.927682995796203613e-01
1.234239637851715088e-01	4.298174083232879639e-01	8.070242404937744141e-01	1.207525372505187988e+00	3.240554928779602051e-01	-3.332272768020629883e-01	1.756999045610427856e-01	6.050409078598022461e-01	-2.329669743776321411e-01	-4.422618746757507324e-01
-1.212547540664672852e+00	5.707928538322448730e-01	-6.400542855262756348e-01	-6.793835759162902832e-01	-1.275513768196105957e+00	-3.442249774932861328e+00	-2.186632007360458374e-01	4.318014159798622131e-02	3.956946134567260742e-01	-5.272226929664611816e-01
-2.649406790733337402e-01	-2.328345179557800293e-01	5.242121219635009766e-01	-1.137932538986206055e+00	-1.743603199720382690e-01	2.050282061100006104e-01	2.497505582869052887e-02	-1.454039454460144043e+00	-4.144067168235778809e-01	-9.390139579772949219e-02
-1.257155895233154297e+00	-1.135791301727294922e+00	-6.289319992065429688e-01	-2.580244541168212891e-01	1.395708560943603516e+00	4.852277338504791260e-01	-1.935499906539916992e+00	-1.193106770515441895e+00	-8.897883892059326172e-01	-1.617571115493774414e-01
8.668795824050903320e-01	-4.769862890243530273e-01	-7.918209433555603027e-01	-1.124076724052429199e+00	1.380974769592285156e+00	1.943861126899719238e+00	7.066132426261901855e-01	-3.251436650753021240e-01	5.802866220474243164e-01	-4.099392890930175781e-01
9.403044730424880981e-02	7.798885703086853027e-01	-8.517639636993408203e-01	-3.681412339210510254e-01	-5.324351787567138672e-01	1.976158738136291504e+00	2.444154173135757446e-01	-5.703273415565490723e-01	2.561354935169219971e-01	8.048010468482971191e-01
-3.025396764278411865e-01	-4.119012355804443359e-01	-7.525092363357543945e-01	-1.526407152414321899e-01	7.922282814979553223e-01	1.286058425903320312e+00	-6.116347908973693848e-01	-7.930602431297302246e-01	-1.373379468917846680e+00	-8.509778380393981934e-01
3.526718616485595703e-01	4.457924887537956238e-02	6.585863828659057617e-01	-3.554820716381072998e-01	-8.936455845832824707e-01	-1.787625074386596680e+00	-7.744585275650024414e-01	1.220053672790527344e+00	-9.955956935882568359e-01	-5.516556650400161743e-02
-9.459031820297241211e-01	2.625267803668975830e-01	1.607801765203475952e-01	6.919420510530471802e-02	1.445727646350860596e-01	1.000847339630126953e+00	-1.505019545555114746e+00	-2.428350448608398438e+00	2.617944180965423584e-01	1.382727861404418945e+00
1.351992130279541016e+00	-7.314099073410034180e-01	-1.076285719871520996e+00	-1.559131026268005371e+00	-1.119379281997680664e+00	-8.786948919296264648e-01	-2.170246541500091553e-01	-4.497057199478149414e-01	-1.897270202636718750e+00	-1.841106414794921875e-01
-3.871782869100570679e-02	-7.641199231147766113e-01	8.104773610830307007e-02	-9.508293271064758301e-01	-1.003603041172027588e-01	5.315925227478146553e-04	7.371674776077270508e-01	-6.300218701362609863e-01	-5.468220710754394531e-01	-4.662348330020904541e-02
-3.904266059398651123e-01	-8.293540477752685547e-01	-1.432015538215637207e+00	-5.786239504814147949e-01	-2.287509918212890625e+00	-9.269362092018127441e-01	8.214526176452636719e-01	-8.650819659233093262e-01	3.119470775127410889e-01	-6.064732074737548828e-01
